	HEK25a51ko_1_wtHEK293_1	HEK25a51ko_1_wtHEK293_2	HEK25a51ko_1_wtHEK293_3	HEK25a51ko_2_wtHEK293_1	HEK25a51ko_2_wtHEK293_2	HEK25a51ko_2_wtHEK293_3	HEK25a51ko_3_wtHEK293_1	HEK25a51ko_3_wtHEK293_2	HEK25a51ko_3_wtHEK293_3
ser_L[x]	0.9993734301717504	0.999525803845318	0.9993913286487279	0.9989800705807935	0.9992672027009576	0.999135741179158	0.9987164686925876	0.9990059374592132	0.998900445407882
sgalside_hs[c]	0.9374071041113253	0.9226856605331524	0.9359917021831167	0.9570070960385454	0.9395736842722484	0.9552575400527452	0.9207471920149556	0.9088569010437659	0.9198401295682471
hxdcal[r]	1.014300066682353	1.0129354571241078	1.0106419738979728	1.0102955881007945	1.0090242610896079	1.006687423130724	1.0124287608168359	1.0110934702059409	1.0087984803979113
l2n2m2mn[c]	1.000812972559061	1.0006979615157183	1.000469052057161	1.0005792183419913	1.0005990344899585	1.00023833911042	1.0002145406049296	1.0001488268322904	0.9999395923393386
acngalgbside_hs[g]	0.9826686124055558	0.9781347682937652	0.9867992016299193	0.9843433973128844	0.9799191602617752	0.9884445357370437	0.9848640588346054	0.9803952218209784	0.9889550897306543
sph1p[c]	1.0171671310954518	1.0129563754355788	1.0118394249127587	1.0115022629627766	1.008022164889218	1.006694594880058	1.0150870603730262	1.0114195318166688	1.0101322057033324
sl_L[c]	1.0076206433732044	1.0062411994244544	1.0045588038080058	1.0047333550734034	1.004063234696457	1.0020902173002586	1.0074164426498873	1.00654051874587	1.00472827761452
sl_L[m]	1.012337984197302	1.0121147593612834	1.0124373996824865	1.0138354430870273	1.013850476893688	1.01399435717862	1.0103922698457175	1.0102796854105383	1.0106176701707446
sphmyln_hs[g]	1.0589391948141988	1.0682288481653208	1.0619650260698865	1.0483002536578363	1.0573839311182234	1.051271417989453	1.048482716774275	1.0577176502623447	1.051125203931782
sphmyln_hs[l]	1.0097321306807026	1.0120150710368636	1.0110362951715957	1.006541451039729	1.0085451655061484	1.0076415275448634	1.0058363201486802	1.007862504427092	1.0069665349121162
sphings[c]	1.0005853944336736	1.006541800065223	0.9976243047100017	0.9935363779557466	0.9983470516016143	0.9899682012580547	0.9960483985424629	1.0002386233422482	0.992603433027365
spc_hs[c]	1.0005494154405647	1.0000078285488565	1.000035712408623	1.0007004145549405	1.0001891108701924	1.0001474447542622	1.000606967641455	1.000074489968239	1.0001116163351116
sphmyln_hs[c]	1.0096994331994429	1.0055893258433677	1.0083330821392185	1.0354934887300185	1.020619187497252	1.0258410365626092	1.0334262773516394	1.0208054847587953	1.0258129606473183
